EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date
MSD990866329,KERR-MCGEE CHEMICAL CORP - COLUMBUS,COLUMBUS,LOWNDES,MS,Final NPL,No ,No ,No ,Insufficient Data,Yes,4.0,402489.0,EAST OF INT. OF N 14TH AVE & N 20TH ST,39701.0,N,N,,33.509767,-88.409686,09/16/11
MSN000403508,MISSISSIPPI PHOSPHATES CORPORATION,PASCAGOULA,JACKSON,MS,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,4.0,403508.0,601 Industrial Road,39581.0,N,N,,30.372103,-88.491006,01/18/18
MT0001096353,CARPENTER SNOW CREEK MINING DISTRICT,NEIHART,CASCADE,MT,Final NPL,No ,No ,No ,No,No,8.0,801507.0,NO SPECIFIC ADDRESS,59465.0,N,N,,46.956312,-110.709797,09/13/01
MT0007623052,LOCKWOOD SOLVENT GROUND WATER PLUME,BILLINGS,YELLOWSTONE,MT,Final NPL,No ,No ,No ,Yes,Yes,8.0,801709.0,LOCKWOOD ROAD,59101.0,N,N,,45.801471,-108.457075,12/01/00
MT0009083840,LIBBY ASBESTOS SITE,LIBBY,LINCOLN,MT,Final NPL,No ,No ,No ,No,Not a Groundwater Site,8.0,801744.0,512 CALIFORNIA AVENUE,59923.0,N,N,,48.391528,-115.551111,10/24/02
MT0012694970,FLAT CREEK IMM,SUPERIOR,MINERAL,MT,Final NPL,No ,No ,No ,No,Insufficient Data,8.0,801914.0,FLAT CREEK ROAD AND HALL GULCH ROAD,59872.0,N,N,,47.226375,-114.871355,09/23/09
MT6122307485,BARKER HUGHESVILLE MINING DISTRICT,MONARCH,CASCADE,MT,Final NPL,No ,No ,No ,No,No,8.0,801208.0,FOREST SERVICE ROAD 6403,59469.0,N,N,,47.071683,-110.643788,09/13/01
MTD006230346,EAST HELENA SITE,EAST HELENA,LEWIS AND CLARK,MT,Final NPL,No ,No ,No ,No,Yes,8.0,800377.0,S OF EAST HELENA,59635.0,N,N,,46.583866,-111.920692,09/21/84
MTD006230635,MONTANA POLE AND TREATING,BUTTE,SILVER BOW,MT,Final NPL,No ,Yes,No ,Yes,Yes,8.0,800378.0,202 W GREENWOOD AVENUE,59701.0,N,N,,45.99134,-112.548242,07/22/87
MTD006232276,IDAHO POLE CO.,BOZEMAN,GALLATIN,MT,Final NPL,No ,Yes,Yes,Yes,Yes,8.0,800379.0,CEDAR ST,59715.0,N,N,,45.688331,-111.0217,06/10/86
MTD021997689,MOUAT INDUSTRIES,COLUMBUS,STILLWATER,MT,Final NPL,No ,Yes,Yes,Yes,Yes,8.0,800384.0,ADJACENT TO AIR STRIP IN CY,59019.0,N,N,,45.633612,-109.245678,06/10/86
MTD057561763,ANACONDA ALUMINUM CO COLUMBIA FALLS REDUCTION PLANT,COLUMBIA FALLS,FLATHEAD,MT,Final NPL,No ,No ,No ,No,No,8.0,800392.0,EASTERN END OF ALUMINUM DRIVE,59912.0,N,Y,Confederated Salish and Kootenai Tribes of the Flathead Reservation (Current),48.39166,-114.136514,09/09/16
MTD093291599,ACM SMELTER AND REFINERY,BLACK EAGLE,CASCADE,MT,Final NPL,No ,No ,No ,No,Insufficient Data,8.0,800402.0,"RIVER ROAD NORTH, 1 MILE E. OF 15TH ST",59414.0,N,N,,47.52861,-111.24648,03/10/11
MTD093291656,ANACONDA CO. SMELTER,ANACONDA,DEER LODGE,MT,Final NPL,No ,No ,No ,No,Yes,8.0,800403.0,Southern Deer Lodge Valley and Surrounding Uplands,59711.0,N,Y,Confederated Salish and Kootenai Tribes of the Flathead Reservation (Current),46.116661,-112.915,09/08/83
MTD980502736,LIBBY GROUND WATER CONTAMINATION,LIBBY,LINCOLN,MT,Final NPL,No ,Yes,No ,Yes,Yes,8.0,800412.0,252 Port Blvd.,59923.0,N,N,,48.381158,-115.539627,09/08/83
MTD980502777,SILVER BOW CREEK/BUTTE AREA,BUTTE,SILVER BOW,MT,Final NPL,No ,No ,No ,No,Yes,8.0,800416.0,BUTTE TO CLARK FORK RIVER HEADWATERS,59750.0,N,Y,Confederated Salish and Kootenai Tribes of the Flathead Reservation (Current),46.002307,-112.61698,09/08/83
MTD980717565,MILLTOWN RESERVOIR SEDIMENTS,MILLTOWN,MISSOULA,MT,Final NPL,No ,No ,No ,Yes,Yes,8.0,800445.0,ADJACENT TO SE SIDE OF TWN,59851.0,N,Y,Confederated Salish and Kootenai Tribes of the Flathead Reservation (Current),46.86452,-113.883364,09/08/83
MTD982572562,BASIN MINING AREA,BASIN,JEFFERSON,MT,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,8.0,801057.0,NORTH OF I-15,59631.0,N,N,,46.345479,-112.272079,10/22/99
MTD986073252,BILLINGS PCE,BILLINGS,YELLOWSTONE,MT,Final NPL,No ,No ,No ,No,Insufficient Data,8.0,801303.0,3rd Street West and Miles Avenue,59101.0,N,N,,45.774118,-108.522926,09/09/21
MTN000802850,SMURFIT-STONE MILL FRENCHTOWN,MISSOULA,MISSOULA,MT,Proposed NPL,No ,No ,No ,Insufficient Data,Insufficient Data,8.0,802850.0,14377 PULP MILL ROAD,59808.0,N,Y,Confederated Salish and Kootenai Tribes of the Flathead Reservation (Current),46.964883,-114.197828,05/24/13
MTSFN7578012,UPPER TENMILE CREEK MINING AREA,HELENA,LEWIS AND CLARK,MT,Final NPL,No ,No ,No ,No,No,8.0,801699.0,RIMINI ROAD,59601.0,N,N,,46.48091,-112.25399,10/22/99
NC0001606250,CRISTEX DRUM,OXFORD,GRANVILLE,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,406597.0,500 W. INDUSTRY DR.,27565.0,N,N,,36.2972,-78.6067,12/12/13
NC0002374445,HEMPHILL ROAD TCE,GASTONIA,GASTON,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,406819.0,HEMPHILL ROAD,28056.0,N,N,,35.197933,-81.189852,12/12/13
NC1170027261,CHERRY POINT MARINE CORPS AIR STATION,HAVELOCK,CRAVEN,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,403174.0,ROOSEVELT BLVD. AND SLOCUM RD.,28533.0,Y,N,,34.9,-76.8917,12/16/94
NC6170022580,CAMP LEJEUNE MILITARY RES. (USNAVY),ONSLOW COUNTY,ONSLOW,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,403185.0,NC HWY 24 & US HWY 16,28542.0,Y,N,,34.717781,-77.342919,10/04/89
NCD001810365,"MARTIN-MARIETTA, SODYECO, INC.",CHARLOTTE,MECKLENBURG,NC,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,402588.0,HWY 27 W,28214.0,N,N,,35.29445,-81.0,01/20/12
NCD003149556,"CTS OF ASHEVILLE, INC.",ASHEVILLE,BUNCOMBE,NC,Final NPL,No ,No ,No ,Yes,Insufficient Data,4.0,402598.0,235 MILLS GAP ROAD,28803.0,N,N,,35.493075,-82.505953,03/15/12
NCD003188828,CAPE FEAR WOOD PRESERVING,FAYETTEVILLE,CUMBERLAND,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,402634.0,REILLY RD,28303.0,N,N,,35.04945,-79.020839,07/22/87
NCD003188844,CAROLINA TRANSFORMER CO.,FAYETTEVILLE,CUMBERLAND,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,402635.0,1416 MIDDLE RIVER LOOP,28301.0,N,N,,35.063331,-78.845,07/22/87
NCD003200383,"KOPPERS CO., INC. (MORRISVILLE PLANT)",MORRISVILLE,WAKE,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,402647.0,HWY 54 W,27560.0,N,N,,35.8463,-78.8406,03/31/89
NCD003202603,WARD TRANSFORMER,RALEIGH,WAKE,NC,Final NPL,No ,No ,No ,Yes,Insufficient Data,4.0,406082.0,6852 MT. HERMAN ROAD,27560.0,N,N,,35.901944,-78.773611,04/30/03
NCD003446721,CELANESE CORP. (SHELBY FIBER OPERATIONS),SHELBY,CLEVELAND,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,402687.0,HWY 198,28150.0,N,N,,35.208889,-81.528339,06/10/86
NCD024644494,ABC ONE HOUR CLEANERS,JACKSONVILLE,ONSLOW,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,402718.0,2127 LE JEUNE BLVD.,28540.0,N,N,,34.7414,-77.3666,03/31/89
NCD024766719,WRIGHT CHEMICAL CORPORATION,RIEGELWOOD,COLUMBUS,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,402720.0,STATE RD. 1878,28456.0,N,N,,34.3284,-78.2051,03/10/11
NCD024900987,HOLCOMB CREOSOTE CO,YADKINVILLE,YADKIN,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,402724.0,5016 U.S. HIGHWAY 601,27055.0,N,N,,36.157875,-80.675236,09/18/12
NCD044440303,BYPASS 601 GROUND WATER CONTAMINATION,CONCORD,CABARRUS,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,402753.0,440 HWY 29 NORTH,28025.0,N,N,,35.4096,-80.6093,06/10/86
NCD044447589,BLUE RIDGE PLATING COMPANY,ARDEN,BUNCOMBE,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,406895.0,171 GLENN BRIDGE ROAD,28704.0,N,N,,35.462372,-82.528358,09/14/05
NCD062555792,SIGMON'S SEPTIC TANK SERVICE,STATESVILLE,IREDELL,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,406611.0,1268 EUFOLA ROAD,28677.0,N,N,,35.713611,-80.974583,04/27/05
NCD079044426,GENERAL ELECTRIC CO/SHEPHERD FARM,EAST FLAT ROCK,HENDERSON,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,402893.0,SPARTANBURG HWY,28726.0,N,N,,35.272222,-82.411111,12/16/94
NCD087336335,TRIANGLE PACIFIC CORP IXL DIVISION,ELIZABETH CITY,PASQUOTANK,NC,Not NPL,Yes,No ,No ,Yes,Insufficient Data,,,,,,,,,,
NCD095458527,"FCX, INC. (STATESVILLE PLANT)",STATESVILLE,IREDELL,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,404225.0,1620 W. FRONT ST.,28677.0,N,N,,35.7865,-80.9163,02/21/90
NCD095459392,"CHEMTRONICS, INC.",SWANNANOA,BUNCOMBE,NC,Final NPL,No ,Yes,Yes,Yes,Insufficient Data,4.0,402957.0,OLD BEE TREE RD,28778.0,N,N,,35.625,-82.434719,09/08/83
NCD122263825,JFD ELECTRONICS/CHANNEL MASTER,OXFORD,GRANVILLE,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,404327.0,INDUSTRY DRIVE,27565.0,N,N,,36.299719,-78.606389,10/04/89
NCD980557656,"NORTH CAROLINA STATE UNIVERSITY (LOT 86, FARM UNIT #1)",RALEIGH,WAKE,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403015.0,CARTER-FINLEY STADIUM,27607.0,N,N,,35.801816,-78.713588,06/10/86
NCD980557805,KERR-MCGEE CHEMICAL CORP - NAVASSA,NAVASSA,BRUNSWICK,NC,Final NPL,No ,No ,No ,Yes,No,4.0,403028.0,NORTH NAVASSA ROAD,28451.0,N,N,,34.247222,-77.999028,03/04/10
NCD980602163,ROADSIDE PCB SPILL,210 MILES OF ROADS,WARREN,NC,Deleted NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,4.0,403068.0,210 MILES OF NC HWY,27589.0,N,N,,36.3381,-78.1661,03/07/86
NCD980729602,JADCO-HUGHES FACILITY,BELMONT,GASTON,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,403079.0,NC HWY 2035,28012.0,N,N,,35.275831,-81.041111,06/10/86
NCD980840409,CHARLES MACON LAGOON AND DRUM STORAGE,CORDOVA,RICHMOND,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403095.0,COUNTY RD 1103,28330.0,N,N,,34.8925,-79.8375,07/22/87
NCD980843346,ABERDEEN PESTICIDE DUMPS,ABERDEEN,MOORE,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403099.0,OFF HWY 5 W,28315.0,N,N,,35.1384,-79.4472,03/31/89
NCD981021157,NEW HANOVER CNTY AIRPORT BURN PIT,WILMINGTON,NEW HANOVER,NC,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,403120.0,GARDNER DRIVE,28401.0,N,N,,34.275,-77.915281,09/20/12
NCD981023260,POTTER'S SEPTIC TANK SERVICE PITS,MACO,BRUNSWICK,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403122.0,OFF 74-76 NEAR SANDY CREEK & NORTHWEST,28451.0,N,N,,34.2846,-78.1578,03/31/89
NCD981026479,"BENFIELD INDUSTRIES, INC.",HAZELWOOD,HAYWOOD,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403124.0,RICHLAND ST.,28738.0,N,Y,Eastern Band of Cherokee Indians (Current),35.477781,-83.004169,10/04/89
NCD981475932,"FCX, INC. (WASHINGTON PLANT)",WASHINGTON,BEAUFORT,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,404280.0,GRIMES RD,27889.0,N,N,,35.559581,-77.07445,03/31/89
NCD981927502,GEIGY CHEMICAL CORP. (ABERDEEN PLANT),ABERDEEN,MOORE,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,404170.0,"Evergreen Drive off of RT.211,.4MI WEST OF SR 2063",28315.0,N,N,,35.126111,-79.406669,10/04/89
NCD982096653,RAM LEATHER CARE SITE,CHARLOTTE,MECKLENBURG,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,406303.0,15100 ALBEMARLE ROAD,28227.0,N,N,,35.231982,-80.602734,09/29/03
NCD986172526,GURLEY PESTICIDE BURIAL,SELMA,JOHNSTON,NC,Not NPL,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
NCD986175644,DAVIS PARK ROAD TCE,GASTONIA,GASTON,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,405489.0,2307 DAVIS PARK ROAD,28052.0,N,N,,35.231667,-81.218889,01/19/99
NCD986187094,REASOR CHEMICAL COMPANY,CASTLE HAYNE,NEW HANOVER,NC,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,405590.0,NC 132,28429.0,N,N,,34.343472,-77.891944,09/25/18
NCD986187128,NORTH BELMONT PCE,NORTH BELMONT,GASTON,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,405619.0,510 WOODLAWN AVENUE,28012.0,N,N,,35.273472,-81.05125,07/22/99
NCD991278540,WEYERHAEUSER CO PLYMOUTH WOOD TRTNG PT,PLYMOUTH,MARTIN,NC,Not NPL,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
NCD991278631,HOLTRA CHEM/HONEYWELL   INC.,RIEGELWOOD,COLUMBUS,NC,Not NPL,Yes,No ,No ,Yes,Insufficient Data,,,,,,,,,,
NCD991278953,NATIONAL STARCH & CHEMICAL CORP.,SALISBURY,ROWAN,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,403168.0,CEDAR SPRINGS RD,28144.0,N,N,,35.6322,-80.5412,10/04/89
NCN000407447,ABERDEEN CONTAMINATED GROUND WATER,ABERDEEN,MOORE,NC,Final NPL,No ,No ,No ,No,No,4.0,407447.0,"HWY 211, OLD PEE DEE RD, BLUES BRG RD",28315.0,N,N,,35.1224,-79.4025,09/03/08
NCN000407480,HORTON IRON AND METAL,WILMINGTON,NEW HANOVER,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,407480.0,2216 US HIGHWAY 421 N,28401.0,N,N,,34.26665,-77.954083,09/16/11
NCN000409895,ORE KNOB MINE,ASHE COUNTY,ASHE,NC,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,4.0,409895.0,"ORE KNOB MINE RD&LTTL PK CRK RD,N NC H88",28640.0,N,N,,36.410011,-81.324606,09/23/09
NCN000410161,GMH ELECTRONICS,ROXBORO,PERSON,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,410161.0,1800 VIRGILINA ROAD,27574.0,N,N,,36.416722,-78.941625,09/23/09
NCSFN0406989,BARBER ORCHARD,WAYNESVILLE,HAYWOOD,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,406989.0,U.S. HIGHWAY 23/74,28786.0,N,Y,Eastern Band of Cherokee Indians (Current),35.445833,-83.063889,09/13/01
NDD980716963,ARSENIC TRIOXIDE SITE,SOUTHEAST,RICHLAND,ND,Deleted NPL,No ,Yes,No ,Yes,Yes,8.0,800522.0,"LIDGERWOOD, RUTLND, WYNDMERE",58053.0,N,Y,"Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota (Current)",46.125412,-97.250832,07/05/96
NDD980959548,MINOT LANDFILL,MINOT,WARD,ND,Deleted NPL,No ,Yes,No ,Yes,Yes,8.0,800527.0,Burdick Expressway W and US Highway 2 and 52 W,58701.0,N,N,,48.217637,-101.326255,04/01/97
NE2213820234,CORNHUSKER ARMY AMMUNITION PLANT,GRAND ISLAND,HALL,NE,Final NPL,No ,No ,No ,Yes,Yes,7.0,702020.0,6 MI W OF,68802.0,Y,N,,40.923331,-98.4925,07/22/87
NE6211890011,NEBRASKA ORDNANCE PLANT (FORMER),MEAD,SAUNDERS,NE,Final NPL,No ,No ,No ,Yes,Yes,7.0,702031.0,.5 MI E OF,68041.0,N,N,,41.176669,-96.453331,08/30/90
NED068645696,LINDSAY MANUFACTURING CO.,LINDSAY,PLATTE,NE,Final NPL,No ,Yes,No ,Yes,Yes,7.0,701913.0,HWY 91,68644.0,N,N,,41.701669,-97.69,10/04/89
NED084626100,SHERWOOD MEDICAL CO.,NORFOLK,MADISON,NE,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,702086.0,RT 4 S HWY 81 1 MI S OF,68701.0,N,N,,41.993611,-97.421389,10/14/92
NED980862668,HASTINGS GROUND WATER CONTAMINATION,HASTINGS,ADAMS,NE,Final NPL,No ,No ,No ,Yes,Yes,7.0,701973.0,E CENTRAL HASTINGS,68901.0,N,N,,40.583331,-98.383331,06/10/86
NED980862718,WAVERLY GROUND WATER CONTAMINATION,WAVERLY,LANCASTER,NE,Deleted NPL,No ,Yes,Yes,Yes,Yes,7.0,701974.0,SEC 16 T11N R8E,68462.0,N,N,,40.917219,-96.529439,11/20/06
NED981499312,CLEBURN STREET WELL,GRAND ISLAND,HALL,NE,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,701986.0,NORTH FRONT STREET,68801.0,N,N,,40.925139,-98.347778,10/14/92
NED981713829,BRUNO CO-OP ASSOCIATION/ASSOCIATED PROPERTIES,BRUNO,BUTLER,NE,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,702000.0,FREMONT ST & RAILROAD ST,68014.0,N,N,,41.285486,-96.959531,06/17/96
NED981713837,10TH STREET SITE,COLUMBUS,PLATTE,NE,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,702001.0,28TH AVE & 10TH ST,68601.0,N,N,,41.427194,-97.3595,08/30/90
NED986369247,OGALLALA GROUND WATER CONTAMINATION,OGALLALA,KEITH,NE,Final NPL,No ,Yes,No ,Yes,Yes,7.0,702287.0,SW CORNER OF W 1ST & C ST,69153.0,N,N,,41.123889,-101.736111,12/16/94
NED986373678,IOWA-NEBRASKA LIGHT & POWER CO,NORFOLK,MADISON,NE,Final NPL,No ,No ,No ,Yes,No,7.0,702377.0,102-104 SOUTH 7TH STREET,68701.0,N,N,,42.0323,-97.417028,04/07/16
NEN000704272,OLD HWY 275 AND N 288TH STREET,VALLEY,DOUGLAS,NE,Final NPL,No ,No ,No ,Yes,No,7.0,704272.0,U.S. HIGHWAY 275 AND N 288TH ST.,68064.0,N,N,,41.329092,-96.367333,08/02/17
NEN000704351,GARVEY ELEVATOR,HASTINGS,ADAMS,NE,Final NPL,No ,No ,No ,Yes,No,7.0,704351.0,INDUSTRIAL PARK WEST-HIGHWAY 6 & SUMMIT  AVE.,68901.0,N,N,,40.563611,-98.415556,09/14/05
NEN000704456,PARKVIEW WELL,GRAND ISLAND,HALL,NE,Final NPL,No ,Yes,Yes,Yes,Yes,7.0,704456.0,INTERSECTION OF BLAINE STREET & STOLLEY PARK ROAD,68803.0,N,N,,40.895833,-98.365,04/19/06
NEN000704738,WEST HIGHWAY 6 & HIGHWAY 281,HASTINGS,ADAMS,NE,Final NPL,No ,No ,No ,Yes,No,7.0,704738.0,INDUSTRIAL PARK WEST-HIGHWAY 6 & SUMMIT AVE. (WELL 13),68901.0,N,N,,40.5712,-98.4095,04/19/06
NEN000706105,PCE/TCE NORTHEAST CONTAMINATION,YORK,YORK,NE,Final NPL,No ,No ,No ,Yes,No,7.0,706105.0,522 W 26TH STREET,68467.0,N,N,,40.888636,-97.600361,05/12/14
NEN000706200,PCE SOUTHEAST CONTAMINATION,YORK,YORK,NE,Final NPL,No ,No ,No ,Yes,No,7.0,706200.0,INTERSECTION OF 5TH STREET AND LINCOLN AVENUE,68467.0,N,N,,40.859594,-97.580614,05/12/14
NEN000710226,PCE - CARRIAGE CLEANERS,BELLEVUE,SARPY,NE,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,7.0,710226.0,2110 SOUTH FRANKLIN STREET,68005.0,N,N,,41.137721,-95.894082,12/22/22
NESFN0703481,OMAHA LEAD,OMAHA,DOUGLAS,NE,Final NPL,No ,No ,No ,No,Not a Groundwater Site,7.0,703481.0,INTERSECTION I480 & ABBOTT DRIVE,68102.0,N,Y,Omaha Tribe of Nebraska (Current),41.267778,-95.929722,04/30/03
NH7570024847,PEASE AIR FORCE BASE,PORTSMOUTH/NEWINGTON,ROCKINGHAM,NH,Final NPL,No ,Yes,Yes,Yes,Insufficient Data,1.0,101213.0,509 CSG/CC,3803.0,Y,N,,43.080169,-70.82125,02/21/90
NHD001079649,FLETCHER'S PAINT WORKS & STORAGE,MILFORD,HILLSBOROUGH,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101085.0,21 ELM ST.,3055.0,N,N,,42.8358,-71.6554,03/31/89
NHD001091453,NEW HAMPSHIRE PLATING CO.,MERRIMACK,HILLSBOROUGH,NH,Final NPL,No ,Yes,No ,Yes,Yes,1.0,101092.0,WRIGHT AVE.,3054.0,N,N,,42.855833,-71.488888,10/14/92
NHD018958140,BEEDE WASTE OIL,PLAISTOW,ROCKINGHAM,NH,Final NPL,No ,No ,No ,Yes,Yes,1.0,102723.0,7 THROUGH 11 KELLEY ROAD,3865.0,N,N,,42.855075,-71.105889,12/23/96
NHD062002001,KEARSARGE METALLURGICAL CORP.,CONWAY,CARROLL,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101105.0,MILL ST-RTE 113,3818.0,N,N,,43.9721,-71.1293,09/21/84
NHD062004569,TINKHAM GARAGE,LONDONDERRY,ROCKINGHAM,NH,Final NPL,No ,Yes,Yes,Yes,No,1.0,101106.0,RTE 102,3053.0,N,N,,42.860831,-71.351111,09/08/83
NHD064424153,COAKLEY LANDFILL,NORTH HAMPTON,ROCKINGHAM,NH,Final NPL,No ,Yes,Yes,Yes,Insufficient Data,1.0,101107.0,480 BREAKFAST HILL RD,3840.0,N,N,,43.001111,-70.817219,06/10/86
NHD092059112,KEEFE ENVIRONMENTAL SERVICES (KES),EPPING,ROCKINGHAM,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101114.0,EXETER RD,3042.0,N,N,,43.024169,-71.033331,09/08/83
NHD099363541,SYLVESTER,NASHUA,HILLSBOROUGH,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101115.0,GILSON RD,3062.0,N,N,,42.7197,-71.523111,09/08/83
NHD980503361,MOTTOLO PIG FARM,RAYMOND,ROCKINGHAM,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101123.0,BLUEBERRY HILL RD,3077.0,N,N,,42.989581,-71.173189,07/22/87
NHD980520191,DOVER MUNICIPAL LANDFILL,DOVER,STRAFFORD,NH,Final NPL,No ,Yes,No ,Yes,Yes,1.0,101125.0,TOLEND RD,3820.0,N,N,,43.2125,-70.953,09/08/83
NHD980520217,TROY MILLS LANDFILL,TROY,CHESHIRE,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101127.0,OFF ROCKWOOD POND ROAD,3465.0,N,N,,42.802583,-72.186944,09/29/03
NHD980520225,SOMERSWORTH SANITARY LANDFILL,SOMERSWORTH,STRAFFORD,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101128.0,BLACKWATER RD,3878.0,N,N,,43.2489,-70.8845,09/08/83
NHD980524086,AUBURN ROAD LANDFILL,LONDONDERRY,ROCKINGHAM,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101137.0,AUBURN RD,3053.0,N,N,,42.9302,-71.3529,09/08/83
NHD980671002,SAVAGE MUNICIPAL WATER SUPPLY,MILFORD,HILLSBOROUGH,NH,Final NPL,No ,Yes,No ,Yes,Yes,1.0,101145.0,NEAR RT 101,3055.0,N,N,,42.8418,-71.6884,09/21/84
NHD980671069,SOUTH MUNICIPAL WATER SUPPLY WELL,PETERBOROUGH,HILLSBOROUGH,NH,Final NPL,No ,Yes,No ,Yes,Yes,1.0,101146.0,RT. 202,3458.0,N,N,,42.8489,-71.9468,09/21/84
NHD981063860,TOWN GARAGE/RADIO BEACON,LONDONDERRY,ROCKINGHAM,NH,Deleted NPL,No ,Yes,Yes,Yes,Yes,1.0,101162.0,HOLTON CIRCLE,3053.0,N,N,,42.861669,-71.393611,07/21/14
NHD981889629,MOHAWK TANNERY,NASHUA,HILLSBOROUGH,NH,Proposed NPL,No ,No ,No ,Insufficient Data,Insufficient Data,1.0,101188.0,FAIRMONT STREET,3060.0,N,N,,42.765569,-71.487778,05/11/00
NHD989090469,TIBBETTS ROAD,BARRINGTON,STRAFFORD,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101208.0,TIBBETTS RD.,3825.0,N,N,,43.18,-71.0347,06/10/86
NHD990717647,OTTATI & GOSS/KINGSTON STEEL DRUM,KINGSTON,ROCKINGHAM,NH,Final NPL,No ,Yes,Yes,Yes,Yes,1.0,101210.0,HAVERHILL RD RTE 125,3848.0,N,N,,42.897219,-71.080561,09/08/83
NHN000103313,CHLOR-ALKALI FACILITY (FORMER),BERLIN,COOS,NH,Final NPL,No ,No ,No ,Yes,No,1.0,103313.0,ADJACENT TO SAW MILL DAM,3570.0,N,N,,44.479194,-71.167194,09/14/05
NHN000105928,COLLINS & AIKMAN PLANT (FORMER),FARMINGTON,STRAFFORD,NH,Final NPL,No ,No ,No ,Yes,No,1.0,105928.0,Off Route 11 between Paulson Road to the NW  and Meetinghouse Hill Road to the SE,3835.0,N,N,,43.372,-71.05875,12/12/13
NJ0000453514,ROUTE 561 DUMP,GIBBSBORO,CAMDEN,NJ,Proposed NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,203909.0,ROUTE 561,8026.0,N,N,,39.83611,-74.958333,07/28/98
NJ0001120799,UNITED STATES AVENUE BURN,GIBBSBORO,CAMDEN,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,204003.0,UNITED STATES AVENUE,8026.0,N,N,,39.834167,-74.963889,07/22/99
NJ0001327733,GRAND STREET MERCURY,HOBOKEN,HUDSON,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,204030.0,722 GRAND STREET,7030.0,N,N,,40.746111,-74.034444,09/18/07
