EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date,site_link,Contaminants Media,Contaminants,Remedies Media,Remedy Component
PAD002498632,NORTH PENN - AREA 7,NORTH WALES,MONTGOMERY,PA,Final NPL,No ,No ,No ,Yes,Yes,3.0,0300629,WISSAHICKON AVE,19454.0,N,N,,40.218061,-75.278889,03/31/89,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300629,['Soil'],"['IRON', 'TRICHLOROETHENE', 'CHROMIUM', 'CHLOROETHENE (VINYL CHLORIDE)']","['Soil', 'Soil Gas']","['No Action', 'ESD - Nonfundamental Change (other)', 'Excavation', 'Disposal (offsite)']"
PAD003005014,WHITMOYER LABORATORIES,JACKSON TOWNSHIP,LEBANON,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300643,19 N RAILROAD ST,17067.0,N,N,,40.364719,-76.325,06/10/86,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300643,"['Groundwater', 'Soil', 'Solid Waste']","['TRICHLOROETHENE', '1,1-DICHLOROETHENE', 'PENTACHLOROPHENOL', 'ANILINE', 'BENZO[A]PYRENE', 'TETRACHLOROETHENE', 'N,N-DIPHENYLNITROUS AMIDE', '2-CHLOROANILINE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'PYRENE', 'TRANS-1,2-DICHLOROETHENE', 'ARSENIC', 'BENZENE', 'BENZO(B)FLUORANTHENE', 'INDENO(1,2,3-CD)PYRENE']","['Debris', 'Soil', 'Sludge', 'Liquid Waste', 'Buildings/Structures', 'Solid Waste', 'Groundwater', 'Other', 'Sediment']","['Demolition', 'Recycling (onsite)', 'Disposal (offsite)', 'Revegetation', 'Incineration (onsite)', 'Excavation', 'Other (not otherwise specified)', 'Hydraulic Control (containment)', 'Cap (exsitu)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Incineration (offsite)', 'Solidification/Stabilization (exsitu, onsite)', 'ESD/Amd - Remedy Component Removal', 'Decontamination', 'Fracturing (pneumatic/hydraulic)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Cap (engineered cap)', 'Solidification/Stabilization (exsitu, offsite)', 'Treatment (other, not otherwise specified, offsite)', 'Operations & Maintenance (O&M)', 'Extraction (recovery trench/subsurface collection drain)', 'ESD/Amd - Remedy Element Addition/Modification', 'Bioremediation (other, not otherwise specified, exsitu)', 'Thermal Desorption (exsitu, offsite)', 'ESD - Nonfundamental Change (other)', 'Discharge (vertical well reinjection to contaminated aquifer)', 'Institutional Controls', 'Bioremediation (other, not otherwise specified, insitu)', 'Consolidate (onsite)', 'Solidification/Stabilization (insitu)', 'Discharge (other, not otherwise specified)']"
PAD003031788,FOSTER WHEELER ENERGY CORP./CHURCH ROAD TCE,MOUNTAIN TOP,LUZERNE,PA,Proposed NPL,Yes,No ,No ,Yes,Yes,3.0,0300671,348 CRESTWOOD ROAD,18707.0,N,N,,41.133056,-75.878056,04/09/09,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300671,"['Groundwater', 'Soil', 'Soil Gas', 'Sediment']","['TRICHLOROETHENE', 'ZINC', 'XYLENE (MIXED ISOMERS)', 'CADMIUM', '1,1,2-TRICHLOROETHANE', '1,1,1-TRICHLOROETHANE', 'NAPHTHALENE', 'TETRACHLOROETHENE', 'SILVER', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', '1,1-DICHLOROETHENE', '1,1-DICHLOROETHANE']","['Groundwater', 'Soil', 'Soil Gas', 'Sediment']","['Cap (engineered cap)', 'Monitoring (ambient air)', 'Extraction (recovery/vertical well)', 'Active Depressurization Technology (other, not otherwise specified) (for VI mitigation)', 'Sampling', 'Discharge (reuse not specified)', 'Institutional Controls', 'Treatment (other, not otherwise specified, exsitu)', 'Vapor Intrusion Mitigation (other, not otherwise specified)', 'Soil Vapor Extraction (insitu)', 'Monitoring (groundwater)', 'Disposal (offsite)', 'Revegetation', 'Monitoring (indoor air)', 'Excavation', 'Monitoring (soil gas)']"
PAD003047974,BENDIX FLIGHT SYSTEMS DIVISION,SOUTH MONTROSE,SUSQUEHANNA,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300694,MONTROSE PLT,18843.0,N,N,,41.797361,-75.88625,07/22/87,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300694,['Groundwater'],"['TRICHLOROETHENE', 'CARBON TETRACHLORIDE', 'CHLOROETHENE (VINYL CHLORIDE)']","['Groundwater', 'Soil']","['Extraction (recovery/vertical well)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Institutional Controls', 'Aeration (exsitu)', 'Water Supply (temporary replacement, other, not otherwise specified)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Water Supply (temporary wellhead treatment)', 'Extraction (recovery trench/subsurface collection drain)', 'Soil Vapor Extraction (insitu)', 'Discharge (surface water/NPDES discharge)']"
PAD003053709,AVCO LYCOMING (WILLIAMSPORT DIVISION),WILLIAMSPORT,LYCOMING,PA,Final NPL,No ,Yes,No ,Yes,Yes,3.0,0300699,652 OLIVER ST,17701.0,N,N,,41.244031,-77.041111,02/21/90,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300699,['Groundwater'],"['TRICHLOROETHENE', 'BARIUM', 'CADMIUM', 'MANGANESE', 'CHROMIUM(VI)', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', 'CHLOROETHENE (VINYL CHLORIDE)']",['Groundwater'],"['Monitoring', 'Precipitation (P&T, exsitu)', 'ESD/Amd - Significant Cleanup Time Change', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Air Stripping (P&T, exsitu)', 'Vapor Extraction (insitu)', 'Institutional Controls', 'Operations & Maintenance (O&M)', 'Air Sparging (physical treatment, insitu)', 'Discharge (surface water/NPDES discharge)']"
PAD003058047,DRAKE CHEMICAL,LOCK HAVEN,CLINTON,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300701,180 MYRTLE ST,17745.0,N,N,,41.129169,-77.443611,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300701,"['Debris', 'Soil', 'Surface Water', 'Groundwater', 'Sediment']","['COBALT', 'LEAD', '1,2,4-TRICHLOROBENZENE', 'MANGANESE', '1,1,1-TRICHLOROETHANE', 'NAPHTHALENE', 'DICHLOROBENZENE (MIXED ISOMERS)', 'ETHYLBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CHRYSENE', 'PYRENE', 'ACETONE', 'TOLUENE', 'BENZENE', '2-HEXANONE', '2-NAPHTHALENAMINE', '1,2-DICHLOROBENZENE', 'TRICHLOROETHENE', 'PENTACHLOROPHENOL', 'IRON', '4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE)', 'HEXACHLOROBENZENE', 'CHLOROBENZENE', 'NITROTOLUENE (MIXED ISOMERS)', 'NICKEL', 'CHROMIUM', 'ZINC', 'PHENOL', 'BENZO(K)FLUORANTHENE', 'CHLOROFORM', 'CYANIDE', 'BENZO[A]ANTHRACENE', 'CADMIUM', 'FLUORANTHENE', '1,4-DICHLOROBENZENE', 'COPPER', 'MERCURY', '1,3-DICHLOROBENZENE', 'ALUMINUM', 'BUTYL BENZYL PHTHALATE', 'BARIUM', '1,2-DICHLOROETHANE', 'XYLENE (MIXED ISOMERS)', 'BENZO[A]PYRENE', 'PHENANTHRENE', '2,4,5-TRICHLOROPHENOL', 'TETRACHLOROETHENE', '2,4-DIMETHYLPHENOL', 'SILVER', 'BENZOIC ACID', 'NITRATE/NITRITE', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'ARSENIC', 'BENZO(B)FLUORANTHENE', 'CHLORIDE']","['Debris', 'Soil', 'Sludge', 'Liquid Waste', 'Buildings/Structures', 'Sediment', 'Surface Water', 'Groundwater', 'Leachate']","['Extraction (recovery/vertical well)', 'Demolition', 'Disposal (offsite)', 'Incineration (onsite)', 'Discharge (POTW)', 'Excavation', 'Cap (exsitu)', 'Filtration (P&T, exsitu)', 'Drainage/Erosion Control (other, not otherwise specified)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Residuals Treatment/Disposal (onsite)', 'Precipitation (P&T, exsitu)', 'Leachate Control', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Clarification (sedimentation, P&T, exsitu)', 'Containment (other, not otherwise specified, onsite)', 'ESD - Nonfundamental Change (other)', 'Discharge (vertical well reinjection to contaminated aquifer)', 'Institutional Controls', 'Discharge (other, not otherwise specified)', 'Drainage/Erosion Control (ditch)']"
PAD004351003,A.I.W. FRANK/MID-COUNTY MUSTANG,EXTON,CHESTER,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300773,INT RTE 202 & RTE 30,19341.0,N,N,,40.031811,-75.6032,10/04/89,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300773,"['Groundwater', 'Soil']","['TRICHLOROETHENE', '1,2-DICHLOROPROPANE', '1,1,2-TRICHLOROETHANE', '1,1,1-TRICHLOROETHANE', 'TETRACHLOROETHENE', 'CIS-1,2-DICHLOROETHENE', '1,4-DIOXANE', 'TOLUENE', '1,1-DICHLOROETHENE', '1,1-DICHLOROETHANE', 'CHLOROETHENE (VINYL CHLORIDE)']","['Groundwater', 'Debris', 'Soil']","['Water Supply (temporary replacement, other, not otherwise specified)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Disposal (offsite)', 'Revegetation', 'Water Supply (point-of-use/point-of-entry treatment)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Air Stripping (P&T, exsitu)', 'Water Supply (permanent replacement, other, not otherwise specified)', 'ESD/Amd - Remedy Component Removal', 'Bioremediation (anaerobic, insitu)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Precipitation (P&T, exsitu)', 'Treatment (other, not otherwise specified, offsite) ', 'Slope Stabilization', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Containment (other, not otherwise specified, onsite)', 'Institutional Controls', 'Chemical Oxidation (insitu)', 'ESD/Amd - COC(s) Change']"
PAD005000575,WESTINGHOUSE ELECTRIC CORP. (SHARON PLANT),SHARON,MERCER,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300811,469 SHARPSVILLE AVE,16146.0,N,N,,41.2434,-80.5058,08/30/90,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300811,['Groundwater'],"['1,2,4-TRICHLOROBENZENE', 'BENZENE', '1,2-DICHLOROBENZENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHENE', 'AROCLOR 1242', 'AROCLOR 1254', 'AROCLOR 1260', 'CHROMIUM', 'AROCLOR 1248', 'CADMIUM', '1,4-DICHLOROBENZENE', 'MERCURY', 'BARIUM', '1,2-DICHLOROETHANE', 'TETRACHLOROETHENE', '2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD)', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'ARSENIC', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)']","['Groundwater', 'Sediment', 'Soil', 'Solid Waste']","['Monitoring', 'Cap (engineered cap)', 'ESD/Amd - Treatment Area Change', 'Institutional Controls', 'Disposal (offsite)', 'No Further Action', 'ESD/Amd - ICs - Implement or Change', 'Excavation']"
PAD009862939,HENDERSON ROAD,UPPER MERION TOWNSHIP,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300847,372 S HENDERSON ROAD,19406.0,N,N,,40.086939,-75.35555,09/21/84,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300847,"['Debris', 'Soil', 'Air', 'Surface Water', 'Groundwater', 'Leachate', 'Sediment']","['HEXACHLORO-1,3-BUTADIENE', 'LEAD', '1,1,1-TRICHLOROETHANE', 'CARBON TETRACHLORIDE', 'NAPHTHALENE', 'ETHYLBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', '1,4-DIMETHYLBENZENE (P-XYLENE)', 'CIS-1,2-DICHLOROETHENE', 'DIBROMOCHLOROMETHANE', 'TOLUENE', 'BENZENE', 'ALDRIN', '1,1-DICHLOROETHANE', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHENE', 'BROMODICHLOROMETHANE', 'HEXACHLOROBENZENE', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'CHLOROBENZENE', 'TRANS-1,2-DICHLOROETHENE', '1,1-DICHLOROETHENE', 'DIBUTYL PHTHALATE', 'CHROMIUM', 'ZINC', 'PHENOL', 'BENZIDINE', 'CHLOROFORM', 'CHLOROETHANE', '2-METHYLPHENOL (O-CRESOL)', 'CADMIUM', '1,3-DIMETHYLBENZENE (M-XYLENE)', '1,4-DICHLOROBENZENE', 'COPPER', 'N,N-DIPHENYLNITROUS AMIDE', 'PHENYLMETHANOL', 'ORGANICS', 'BUTYL BENZYL PHTHALATE', ""P,P'-DDT"", 'BARIUM', '1,2-DICHLOROETHANE', '1,3-DICHLOROPROPENE (EZ MIXTURE)', 'XYLENE (MIXED ISOMERS)', '1,2-DICHLOROPROPANE', '4-METHYLPHENOL (P-CRESOL)', 'TETRACHLOROETHENE', '2,4-DIMETHYLPHENOL', 'BENZOIC ACID', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', '1,4-DIOXANE', 'TRICHLOROFLUOROMETHANE', 'BIS(2-CHLOROETHYL)ETHER']","['Debris', 'Soil', 'Sludge', 'Soil Gas', 'Surface Water', 'Groundwater', 'Free-phase NAPL', 'Leachate']","['Extraction (recovery/vertical well)', 'Vapor Extraction (insitu)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Disposal (offsite)', 'ESD/Amd - Study/Assessment Initiation or Documentation', 'ESD/Amd - RAO(s) Change', 'Free Product Recovery (active or passive, excluding MPE and bioslurping)', 'Excavation', 'Hydraulic Control (containment)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Air Stripping (P&T, exsitu)', 'Engineering Control (other, not otherwise specified)', 'Pumping', 'ESD/Amd - Remedy Component Removal', 'Sub-Slab Depressurization (SSD) (for VI mitigation)', 'Bioremediation (anaerobic, insitu)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Cap (engineered cap)', 'ESD/Amd - Remedy Element Addition/Modification', 'Institutional Controls', 'Consolidate (onsite)', 'Monitoring (groundwater)', 'ESD/Amd - COC(s) Change', 'Bioremediation (aerobic, insitu)']"
PAD014269971,STANLEY KESSLER,KING OF PRUSSIA,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300862,103 QUEENS DR,19406.0,N,N,,40.083889,-75.355,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300862,['Groundwater'],"['TRICHLOROETHENE', '1,2-DICHLOROETHANE', 'CHLOROFORM', '1,1,2-TRICHLOROETHANE', '1,1,1-TRICHLOROETHANE', 'TETRACHLOROETHENE', 'CHLOROBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CIS-1,2-DICHLOROETHENE', 'TOLUENE', '1,1-DICHLOROETHENE', 'BENZENE']",['Groundwater'],"['Monitoring', 'Residuals Treatment/Disposal (onsite)', 'Extraction (recovery/vertical well)', 'Institutional Controls', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'ESD/Amd - Cleanup/Performance Standard Change', 'ESD/Amd - Study/Assessment Initiation or Documentation']"
PAD014353445,MALVERN TCE,MALVERN,CHESTER,PA,Final NPL,No ,Yes,No ,Yes,Yes,3.0,0300868,258 N PHOENIXVILLE PK,19355.0,N,N,,40.061669,-75.56805,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300868,"['Groundwater', 'Soil']","['TRICHLOROETHENE', 'CHLOROFORM', '1,1,1-TRICHLOROETHANE', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'TETRACHLOROETHENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'TRANS-1,2-DICHLOROETHENE', 'CIS-1,2-DICHLOROETHENE', '1,4-DIOXANE', '1,1-DICHLOROETHENE', '1,1-DICHLOROETHANE', 'CHLOROETHENE (VINYL CHLORIDE)']","['Groundwater', 'Free-phase NAPL', 'Soil', 'Soil Gas']","['Extraction (recovery/vertical well)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Disposal (offsite)', 'Excavation', 'ESD/Amd - ARAR(s) Change', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Air Stripping (P&T, exsitu)', 'Water Supply (permanent replacement, other, not otherwise specified)', 'Bioremediation (anaerobic, insitu)', 'Soil Vapor Extraction (insitu)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Cap (engineered cap)', 'Bioremediation (bioaugmentation, insitu)', 'Treatment (other, not otherwise specified, offsite)', 'Operations & Maintenance (O&M)', 'Thermal Treatment (insitu)', 'ESD/Amd - Remedy Element Addition/Modification', 'Off-gas Treatment (other, not otherwise specified)', 'Ultraviolet (UV) Oxidation (P&T, exsitu)', 'ESD - Nonfundamental Change (other)', 'Discharge (vertical well reinjection to contaminated aquifer)', 'Institutional Controls', 'ESD/Amd - COC(s) Change', 'Monitored Natural Attenuation']"
PAD021449244,C & D RECYCLING,FOSTER TOWNSHIP,LUZERNE,PA,Deleted NPL,No ,Yes,Yes,Yes,Yes,3.0,0300881,R.D. #1 - SANDY RUN,18224.0,N,N,,41.031389,-75.841669,02/26/18,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300881,"['Debris', 'Residuals', 'Soil', 'Sediment']","['POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', 'ANTIMONY', 'LEAD', 'COPPER']","['Debris', 'Residuals', 'Soil', 'Surface Water', 'Sediment']","['Monitoring', 'Solidification/Stabilization (exsitu, onsite)', 'Disposal (offsite)', 'Recycling (offsite)', 'Decontamination', 'Residuals Treatment/Disposal (other, not otherwise specified)', 'Excavation']"
PAD039017694,RAYMARK,HATBORO,MONTGOMERY,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300894,220 JACKSONVILLE RD,19040.0,N,N,,40.179719,-75.098611,10/04/89,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300894,"['Groundwater', 'Soil']","['TRICHLOROETHENE', 'CARBON TETRACHLORIDE', '1,1,1-TRICHLOROETHANE', 'TETRACHLOROETHENE', 'TRANS-1,2-DICHLOROETHENE', 'CIS-1,2-DICHLOROETHENE', '1,1-DICHLOROETHENE', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', 'CHLOROETHENE (VINYL CHLORIDE)']","['Groundwater', 'Soil']","['Monitoring', 'ESD/Amd - ARAR(s) Change', 'Cap (engineered cap)', 'Extraction (recovery/vertical well)', 'Sampling', 'Air Stripping (P&T, exsitu)', 'Institutional Controls', 'Operations & Maintenance (O&M)', 'Carbon Adsorption', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Discharge (reuse as drinking water)', 'Soil Vapor Extraction (insitu)', 'Discharge (surface water/NPDES discharge)', 'Off-gas Treatment (other, not otherwise specified)']"
PAD041421223,"AMP, INC. (GLEN ROCK FACILITY)",GLEN ROCK,YORK,PA,Deleted NPL,No ,Yes,No ,Yes,Yes,3.0,0300911,OLD RTE 11 - SUSQUEHANNA RD,17327.0,N,N,,39.8218,-76.6944,10/02/96,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300911,,,,
PAD043882281,WESTINGHOUSE ELEVATOR CO. PLANT,GETTYSBURG,ADAMS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300932,"1200BIGLERSVILLE RD, RTE 34 N",17325.0,N,N,,39.857219,-77.24,06/10/86,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300932,"['Groundwater', 'Free-phase NAPL', 'Soil Gas']","['1,1-DICHLOROETHENE', 'TRICHLOROETHENE', '1,1,1-TRICHLOROETHANE']","['Soil', 'Soil Gas', 'Surface Water', 'Groundwater', 'Sediment']","['Hydraulic Control (containment)', 'Extraction (recovery/vertical well)', 'Air Stripping (P&T, exsitu)', 'ESD - Nonfundamental Change (other)', 'Institutional Controls', 'No Action', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Disposal (offsite)', 'No Further Action', 'Discharge (surface water/NPDES discharge)']"
PAD044545895,METRO CONTAINER CORPORATION,TRAINER,DELAWARE,PA,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,3.0,0300939,CORNER OF WEST 2ND ST. AND PRICE STREET,19061.0,N,N,,39.824981,-75.399047,03/15/12,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300939,,,,
PAD046557096,METAL BANK,PHILADELPHIA,PHILADELPHIA,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300951,COTTMAN & DELAWARE AVE,19135.0,N,N,,40.024169,-75.027781,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300951,"['Soil', 'Sediment']","['POLYCHLORINATED BIPHENYLS (CONTAINING 60 OR MOREPERCENT CHLORINE BY MOLECULAR WEIGHT)', 'POLYCHLORINATED BIPHENYLS (PCBs)']","['Soil', 'Buildings/Structures', 'Surface Water', 'Solid Waste', 'Groundwater', 'Other', 'Free-phase NAPL', 'Sediment']","['Monitoring', 'Drainage/Erosion Control (other, not otherwise specified)', 'Institutional Controls', 'Dewatering', 'Oil Water Separation (P&T, exsitu)', 'Operations & Maintenance (O&M)', 'Consolidate (onsite)', 'Disposal (offsite)', 'Revegetation', 'Decontamination', 'Containment (other, not otherwise specified, onsite)', 'Excavation', 'Discharge (surface water/NPDES discharge)', 'ESD/Amd - ICs - Implement or Change']"
PAD047726161,BOARHEAD FARMS,BRIDGETON TOWNSHIP,BUCKS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300963,LONELY COTTAGE DRIVE,18972.0,N,N,,40.545831,-75.125,03/31/89,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300963,"['Groundwater', 'Soil', 'Surface Water', 'Sediment']","['LEAD', 'MANGANESE', '1,1,1-TRICHLOROETHANE', 'TOLUENE', 'BENZENE', '1,1-DICHLOROETHANE', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHENE', 'ANTIMONY', 'NICKEL', 'THALLIUM', 'CHROMIUM', 'NITROBENZENE', 'CADMIUM', 'COPPER', '1,2-DICHLOROETHANE', 'XYLENE (MIXED ISOMERS)', 'TETRACHLOROETHENE', 'BERYLLIUM', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'ARSENIC', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)']","['Groundwater', 'Other', 'Soil']","['Monitoring', 'Other (not otherwise specified)', 'Precipitation (P&T, exsitu)', 'Extraction (recovery/vertical well)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Air Stripping (P&T, exsitu)', 'ESD - Nonfundamental Change (other)', 'Institutional Controls', 'Aeration (exsitu)', 'Water Supply (point-of-use/point-of-entry treatment)', 'Phytoremediation (for treatment insitu)', 'ESD/Amd - Cleanup/Performance Standard Change', 'ESD/Amd - COC(s) Change', 'Excavation']"
PAD051395499,REVERE CHEMICAL CO.,NOCKAMIXON TOWNSHIP,BUCKS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300982,SOUTHEAST SIDE OF ROUTE 611,18972.0,N,N,,40.502781,-75.168889,07/22/87,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300982,"['Soil', 'Solid Waste']","['ASBESTOS', 'TRICHLOROETHENE', 'MERCURY', 'COPPER', 'CHROMIUM(VI)']","['Soil', 'Surface Water', 'Solid Waste', 'Groundwater', 'Sediment']","['Monitoring', 'Cap (engineered cap)', 'ESD - Nonfundamental Change (other)', 'Institutional Controls', 'Monitoring (surface water)', 'Soil Vapor Extraction (insitu)', 'Vertical Engineered Barrier (slurry wall)', 'Disposal (offsite)', 'Revegetation', 'No Further Action', 'Thermal Treatment (insitu)', 'Excavation', 'Off-gas Treatment (other, not otherwise specified)']"
PAD054142781,KEYSTONE SANITATION LANDFILL,UNION TOWNSHIP,ADAMS,PA,Final NPL,No ,Yes,Yes,Yes,Yes,3.0,0300995,RD #1,17331.0,N,N,,39.72445,-77.036111,07/22/87,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0300995,"['Soil', 'Sediment', 'Surface Water', 'Groundwater', 'Leachate']","['COBALT', 'HEPTACHLOR EPOXIDE', 'LEAD', 'DIETHYL PHTHALATE', 'HEPTACHLOR', '1,1,2-TRICHLOROETHANE', '1,1,1-TRICHLOROETHANE', 'CARBON TETRACHLORIDE', 'MANGANESE', 'ANTHRACENE', 'CIS-1,2-DICHLOROETHENE', 'CHRYSENE', 'ALDRIN', 'BENZENE', '1,1-DICHLOROETHANE', 'DI-N-OCTYL PHTHALATE', 'VANADIUM', 'CHLOROETHENE (VINYL CHLORIDE)', 'INDENO(1,2,3-CD)PYRENE', 'TRICHLOROETHENE', 'ANTIMONY', 'PENTACHLOROPHENOL', 'IRON', 'BASE NEUTRAL ACIDS', '1,1,2,2-TETRACHLOROETHANE', '1,1-DICHLOROETHENE', 'NICKEL', 'CHROMIUM', 'DICHLORODIFLUOROMETHANE', 'ZINC', 'CHLOROFORM', 'CHLOROETHANE', 'DIELDRIN', 'AROCLOR 1248', 'CADMIUM', 'FLUORANTHENE', 'MERCURY', 'COPPER', 'ALPHA-HEXACHLOROCYCLOHEXANE', 'ALUMINUM', 'BUTYL BENZYL PHTHALATE', 'BARIUM', '1,2-DICHLOROETHANE', 'DIMETHYL PHTHALATE', 'GAMMA-CHLORDANE', 'PHENANTHRENE', 'TETRACHLOROETHENE', 'BENZOIC ACID', 'BERYLLIUM', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'CARBON DISULFIDE', '1,4-DIOXANE', 'ARSENIC', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', 'TRICHLOROFLUOROMETHANE', 'SELENIUM']","['Soil', 'Landfill Gas', 'Surface Water', 'Solid Waste', 'Groundwater', 'Leachate', 'Sediment']","['Flame Flare (enclosed, open, other, not otherwise specified)', 'Gas Collection System (active)', 'Extraction (recovery/vertical well)', 'Coagulation/Flocculation (P&T, exsitu)', 'COC Only', 'ESD/Amd - Cleanup/Performance Standard Change', 'Disposal (offsite)', 'Revegetation', 'Cover (soil)', 'Excavation', 'Filtration (P&T, exsitu)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Air Stripping (P&T, exsitu)', 'Drainage/Erosion Control (other, not otherwise specified)', 'Ion Exchange (P&T, exsitu)', 'ESD/Amd - Remedy Component Removal', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Cap (engineered cap)', 'Precipitation (P&T, exsitu)', 'Operations & Maintenance (O&M)', 'Equalization (P&T, exsitu)', 'Water Supply (temporary wellhead treatment)', 'Landfill Gas Collection/Treatment', 'ESD/Amd - ICs - Implement or Change', 'Off-gas Treatment (other, not otherwise specified)', 'Monitoring (sediment)', 'Institutional Controls', 'Monitoring (surface water)', 'Consolidate (onsite)', 'ESD/Amd - COC(s) Change', 'Monitored Natural Attenuation']"
